5240	noun		אחיזה	axizh	formal	standard	אֲחִיזָה	0	'achizah			ˈaẖiza	aHiza	aHiza	5
2079	noun		אחלמה	axlmh	formal	standard	אַחְלָמָה	0	'achlamah			ˈaẖlama	aHlama	aHlama	6
12138	noun		אכלן	akln	formal	standard	אַכְלָן	0	'achlan			ˈakhlan	aKlan	aKlan	5
3801	noun		אחור	axwr	formal	standard	אָחוֹר	0	'achor			ˈaẖor	aHor	aHor	4
11855	noun		אחוריים	axwriim	formal	standard	אֲחוֹרַיִם	0	'achorayim			ˈaẖorayim	aHorayim	aHorayim	8
17230	noun		אחראי	axrai	formal	standard	אַחְרַאי	0	'achra			ˈaẖraˈy	aHray	aHray	5
2998	noun		אחריות	axriwt	formal	standard	אַחְרָיוּת	0	'achrayut			ˈaẖrayut	aHrayut	aHrayut	7
16123	noun		אכסניה	aksnih	formal	standard	אַכְסַנְיָה	0	'achsanyah			ˈakhsanya	aKsanya	aKsanya	7
2218	noun		אחוז	axwz	formal	standard	אָחוּז	0	'achuz			ˈaẖuz	aHuz	aHuz	4
12601	noun		אחוזה	axwzh	formal	standard	אֲחֻזָּה	0	'achuzzah			ˈaẖuzza	aHuzza	aHuzza	5
8414	noun		אחיין	axiin	formal	standard	אַחְיָן	0	'achyan			ˈaẖyan	aHyan	aHyan	5
9316	noun		אחזקה	axzqh	formal	standard	אַחְזָקָה	0	'achzakah			ˈaẖzaka	aHzaka	aHzaka	6
20591	noun		אכזב	akzb	formal	standard	אַכְזָב	0	'achzav			ˈakhzav	aKzav	aKzav	5
20113	noun		אכזבה	akzbh	formal	standard	אַכְזָבָה	0	'achzavah			ˈakhzava	aKzava	aKzava	6
811	noun		אכזריות	akzriwt	formal	standard	אַכְזְרִיּוּת	0	'achzeriyut			ˈakhzeriyyut	aKzeriyyut	aKzeriyyut	9
11357	noun		אדם	adm	formal	standard	אָדָם	0	'adam			ˈadam	adam	adam	4
17328	noun		אדמה	admh	formal	standard	אֲדָמָה	0	'adamah			ˈadama	adama	adama	5
30674	noun		אדפטציה	adpvcih	formal	standard	אָדַפְּטַצְיָה	0	'adappetatzyah			ˈadappetatsya	adappetaTya	adappetaTya	10
7924	noun		עדשה	ydeh	formal	standard	עֲדָשָׁה	0	'adashah			ˈadasha	adaSa	adaSa	5
9251	noun		עדשה	ydeh	formal	standard	עֲדָשָׁה	0	'adashah			ˈadasha	adaSa	adaSa	5
20823	noun		אדמת	admt	formal	standard	אַדֶּמֶת	0	'addemet			ˈaddemet	addemet	addemet	6
15222	noun		אדרת	adrt	formal	standard	אַדֶּרֶת	0	'adderet			ˈadderet	adderet	adderet	6
30653	noun		אדהזיה	adhzih	formal	standard	אַדְהֶזְיָה	0	'adhezyah			ˈadhezya	adhezya	adhezya	7
15134	noun		עדי	ydi	formal	standard	עֲדִי	0	'adi			ˈadi	adi	adi	3
19624	noun		עדיפות	ydipwt	formal	standard	עֲדִיפוּת	0	'adifut			ˈadifut	adifut	adifut	6
18356	noun		אדיקות	adiqwt	formal	standard	אֲדִיקוּת	0	'adikut			ˈadikut	adikut	adikut	6
18069	noun		עדינות	ydinwt	formal	standard	עֲדִינוּת	0	'adinut			ˈadinut	adinut	adinut	6
18434	noun		אדישות	adiewt	formal	standard	אֲדִישׁוּת	0	'adishut			ˈadishut	adiSut	adiSut	6
4009	noun		אדיבות	adibwt	formal	standard	אֲדִיבוּת	0	'adivut			ˈadivut	adivut	adivut	6
30666	noun		אדמיניסטרציה	adminisvrcih	formal	standard	אַדְמִינִיסְטְרַצְיָה	0	'adminiseteratzyah			ˈadministeratsya	administeraTya	administeraTya	14
30667	noun		אדמירל	admirl	formal	standard	אַדְמִירָל	0	'admiral			ˈadmiral	admiral	admiral	7
22728	noun		אדנות	adnwt	formal	standard	אַדְנוּת	0	'adnut			ˈadnut	adnut	adnut	5
4215	noun		אדון	adwn	formal	standard	אָדוֹן	0	'adon			ˈadon	adon	adon	4
30678	noun		אדרנלין	adrnlin	formal	standard	אַדְרֶנָלִין	0	'adrenalin			ˈadrenalin	adrenalin	adrenalin	9
5837	noun		אדריכל	adrikl	formal	standard	אַדְרִיכָל	0	'adrichal			ˈadrikhal	adriKal	adriKal	7
7294	noun		אדריכלות	adriklwt	formal	standard	אַדְרִיכָלוּת	0	'adrichalut			ˈadrikhalut	adriKalut	adriKalut	9
30651	noun		אדוונטיסט	adwwnvisv	formal	standard	אַדְוֶנְטִיסְט	0	'adventiset			ˈadventiset	adventiset	adventiset	10
6332	noun		אף	ap	formal	standard	אַף	0	'af			ˈaf	af	af	2
11289	noun		עפעף	ypyp	formal	standard	עַפְעַף	0	'af'af			ˈafˈaf	afaf	afaf	4
3348	noun		עפר	ypr	formal	standard	עָפָר	0	'afar			ˈafar	afar	afar	4
8212	noun		אפר	apr	formal	standard	אֲפָר	0	'afar			ˈafar	afar	afar	4
13683	noun		אפרסק	aprsq	formal	standard	אֲפַרְסֵק	0	'afarsek			ˈafarsek	afarsek	afarsek	7
8406	noun		אפלה	aplh	formal	standard	אֲפֵלָה	0	'afelah			ˈafela	afela	afela	5
6189	noun		אפנה	apnh	formal	standard	אָפְנָה	0	'afenah			ˈafena	afena	afena	5
21400	noun		אופנה	awpnh	formal	standard	אָפְנָה	0	'afenah			ˈafena	afena	afena	5
3055	noun		עופרה	ywprh	formal	standard	עָפְרָה	0	'aferah			ˈafera	afera	afera	5
24378	noun	NULL	אפגני	apgni	formal	standard	אַפְגָּנִי	0	'afgani			ˈafgani	afgani	afgani	6
20869	noun		אפיפית	apipit	formal	standard	אֲפִיפִית	0	'afifit			ˈafifit	afifit	afifit	6
19243	noun		עפיפון	ypipwn	formal	standard	עֲפִיפוֹן	0	'afifon			ˈafifon	afifon	afifon	6
1924	noun		אפיק	apiq	formal	standard	אָפִיק	0	'afik			ˈafik	afik	afik	4
30927	noun		אפיקומן	apiqwmn	formal	standard	אֲפִיקוֹמָן	0	'afikoman			ˈafikoman	afikoman	afikoman	8
19848	noun		אפיסה	apish	formal	standard	אֲפִיסָה	0	'afisah			ˈafisa	afisa	afisa	5
16315	noun		אפייה	apiih	formal	standard	אֲפִיָּה	0	'afiyah			ˈafiyya	afiyya	afiyya	5
10901	noun		אפליה	aplih	formal	standard	אַפְלָיָה	0	'aflayah			ˈaflaya	aflaya	aflaya	6
18616	noun		עפרה	yprh	formal	standard	עַפְרָה	0	'afrah			ˈafra	afra	afra	4
24379	noun	NULL	אפריקני	apriqni	formal	standard	אַפְרִיקָנִי	0	'afrikani			ˈafrikani	afrikani	afrikani	8
5618	noun		אפסנאי	apsnai	formal	standard	אַפְסְנַאי	0	'afsena			ˈafsenaˈy	afsenay	afsenay	7
16728	noun		אפסנאות	apsnawt	formal	standard	אַפְסְנָאוּת	0	'afsena'ut			ˈafsenaˈut	afsenaut	afsenaut	8
52	noun		אפסות	apswt	formal	standard	אַפְסוּת	0	'afsut			ˈafsut	afsut	afsut	5
3264	noun		אפטר	apvr	formal	standard	אַפְטֶר	0	'after			ˈafter	after	after	5
19173	noun		אפודה	apwdh	formal	standard	אֲפֻדָּה	0	'afuddah			ˈafudda	afudda	afudda	5
14712	noun		אפונה	apwnh	formal	standard	אֲפוּנָה	0	'afunah			ˈafuna	afuna	afuna	5
5740	noun		אגף	agp	formal	standard	אֲגַף	0	'agaf			ˈagaf	agaf	agaf	4
15219	noun		עגה	ygh	formal	standard	עָגָה	0	'agah			ˈaga	aga	aga	3
13559	noun		עגלה	yglh	formal	standard	עֲגָלָה	0	'agalah			ˈagala	agala	agala	5
14352	noun		אגם	agm	formal	standard	אֲגַם	0	'agam			ˈagam	agam	agam	4
13415	noun		אגרטל	agrvl	formal	standard	אֲגַרְטָל	0	'agartal			ˈagartal	agartal	agartal	7
30619	noun		אגבה	agbh	formal	standard	אֲגָבָה	0	'agavah			ˈagava	agava	agava	5
30636	noun		אג'נדה	ag'ndh	formal	standard	אָגֶ'נְדָה	0	'age\'nedah			ˈageneda	ageneda	ageneda	7
13624	noun		אגדה	agdh	formal	standard	אַגָּדָה	0	'aggadah			ˈaggada	aggada	aggada	5
19356	noun		אגן	agn	formal	standard	אַגָּן	0	'aggan			ˈaggan	aggan	aggan	4
4726	noun		אגס	ags	formal	standard	אַגָּס	0	'aggas			ˈaggas	aggas	aggas	4
10185	noun		עגבת	ygbt	formal	standard	עַגֶּבֶת	0	'aggevet			ˈaggevet	aggevet	aggevet	6
1967	noun		עגיל	ygil	formal	standard	עָגִיל	0	'agil			ˈagil	agil	agil	4
15411	noun		עגינה	yginh	formal	standard	עֲגִינָה	0	'aginah			ˈagina	agina	agina	5
15471	noun		אגירה	agirh	formal	standard	אֲגִירָה	0	'agirah			ˈagira	agira	agira	5
23448	noun		אגמון	agmwn	formal	standard	אַגְמוֹן	0	'agmon			ˈagmon	agmon	agmon	5
30639	noun		אגנוסטיקן	agnwsviqn	formal	standard	אַגְנוֹסְטִיקָן	0	'agnosetikan			ˈagnosetikan	agnosetikan	agnosetikan	11
30638	noun		אגנוסטיציזם	agnwsvicizm	formal	standard	אַגְנוֹסְטִיצִיזְם	0	'agnosetitzizem			ˈagnosetitsizem	agnosetiTizem	agnosetiTizem	13
30627	noun		אגוניסט	agwnisv	formal	standard	אָגוֹנִיסְט	0	'agoniset			ˈagoniset	agoniset	agoniset	8
30629	noun		אגורפוביה	agwrpwbih	formal	standard	אָגוֹרָפוֹבְּיָה	0	'agorafobbeyah			ˈagorafobbeya	agorafobbeya	agorafobbeya	11
6976	noun		אגורה	agwrh	formal	standard	אֲגוֹרָה	0	'agorah			ˈagora	agora	agora	5
12327	noun		אגרה	agrh	formal	standard	אַגְרָה	0	'agrah			ˈagra	agra	agra	4
30886	noun		אגרן	agrn	formal	standard	אַגְרָן	0	'agran			ˈagran	agran	agran	5
18794	noun		אגרסיה	agrsih	formal	standard	אַגְרֶסְיָה	0	'agresyah			ˈagresya	agresya	agresya	7
30857	noun		אגרוביולוג	agrwbiwlwg	formal	standard	אַגְרוֹבִּיּוֹלוֹג	0	'agrobbiyolog			ˈagrobbiyyolog	agrobbiyyolog	agrobbiyyolog	11
30951	noun		אגרוביולוגיה	agrwbiwlwgih	formal	standard	אַגְרוֹבִּיּוֹלוֹגְיָה	0	'agrobbiyologeyah			ˈagrobbiyyologeya	agrobbiyyologeya	agrobbiyyologeya	14
26227	noun		אגרונום	agrwnwm	formal	standard	אַגְרוֹנוֹם	0	'agronom			ˈagronom	agronom	agronom	7
30644	noun		אגרונומיה	agrwnwmih	formal	standard	אַגְרוֹנוֹמְיָה	0	'agronomeyah			ˈagronomeya	agronomeya	agronomeya	10
7333	noun		אגודל	agwdl	formal	standard	אֲגוּדָל	0	'agudal			ˈagudal	agudal	agudal	6
7832	noun		אגודה	agwdh	formal	standard	אֲגֻדָּה	0	'aguddah			ˈagudda	agudda	agudda	5
16220	noun		עגונה	ygwnh	formal	standard	עֲגוּנָה	0	'agunah			ˈaguna	aguna	aguna	5
11569	noun		עגור	ygwr	formal	standard	עָגוּר	0	'agur			ˈagur	agur	agur	4
18043	noun		עגורן	ygwrn	formal	standard	עֲגוּרָן	0	'aguran			ˈaguran	aguran	aguran	6
18373	noun		עגבנייה	ygbniih	formal	standard	עַגְבָנִיָּה	0	'agvaniyah			ˈagvaniyya	agvaniyya	agvaniyya	8
20637	noun		אהדה	ahdh	formal	standard	אַהֲדָה	0	'ahadah			ˈahada	ahada	ahada	5
3616	noun		אהבה	ahbh	formal	standard	אַהֲבָה	0	'ahavah			ˈahava	ahava	ahava	5
22527	noun		אהבהבים	ahbhbim	formal	standard	אֲהַבְהָבִים	0	'ahavhavim			ˈahavhavim	ahavhavim	ahavhavim	9
4614	noun		אהבים	ahbim	formal	standard	אֲהָבִים	0	'ahavim			ˈahavim	ahavim	ahavim	6
4579	noun		אהיל	ahil	formal	standard	אָהִיל	0	'ahil			ˈahil	ahil	ahil	4
17163	noun		אהוב	ahwb	formal	standard	אָהוּב	0	'ahuv			ˈahuv	ahuv	ahuv	4
5020	noun		איה	aih	formal	standard	אַיָּה	0	'aiyah			ˈayya	ayya	ayya	3
15028	noun		אייל	aiil	formal	standard	אַיָּל	0	'aiyal			ˈayyal	ayyal	ayyal	4
21020	noun		אילה	ailh	formal	standard	אַיָּלָה	0	'aiyalah			ˈayyala	ayyala	ayyala	5
24654	noun		אקדמאי	aqdmai	formal	standard	אָקָדֶמַאי	0	'akadema			ˈakademaˈy	akademay	akademay	8
21151	noun		אקדמיה	aqdmih	formal	standard	אֲקָדֶמְיָה	0	'akademyah			ˈakademya	akademya	akademya	8
19645	noun		עקר	yqr	formal	standard	עָקָר	0	'akar			ˈakar	akar	akar	4
1832	noun		עקב	yqb	formal	standard	עָקֵב	0	'akev			ˈakev	akev	akev	4
15431	noun		עקידה	yqidh	formal	standard	עֲקִידָה	0	'akidah			ˈakida	akida	akida	5
801	noun		עקיפה	yqiph	formal	standard	עֲקִיפָה	0	'akifah			ˈakifa	akifa	akifa	5
687	noun		עקירה	yqirh	formal	standard	עֲקִירָה	0	'akirah			ˈakira	akira	akira	5
5340	noun		עקיצה	yqich	formal	standard	עֲקִיצָה	0	'akitzah			ˈakitsa	akiTa	akiTa	5
24372	noun	NULL	אכדי	akdi	formal	standard	אַכַּדִּי	0	'akkaddi			ˈakkaddi	akkaddi	akkaddi	5
18204	noun		עכביש	ykbie	formal	standard	עַכָּבִישׁ	0	'akkavish			ˈakkavish	akkaviS	akkaviS	6
5942	noun		אקלים	aqlim	formal	standard	אַקְלִים	0	'aklim			ˈaklim	aklim	aklim	5
30052	noun		אקנה	aqnh	formal	standard	אַקְנֶה	0	'akneh			ˈakneh	akneh	akneh	5
21438	noun		אקראי	aqrai	formal	standard	אַקְרַאי	0	'akra			ˈakraˈy	akray	akray	5
923	noun		עקרב	yqrb	formal	standard	עַקְרָב	0	'akrav			ˈakrav	akrav	akrav	5
27919	noun		אקרילן	aqriln	formal	standard	אַקְרִילָן	0	'akrilan			ˈakrilan	akrilan	akrilan	7
19060	noun		אקרובט	aqrwbv	formal	standard	אַקְרוֹבָּט	0	'akrobbat			ˈakrobbat	akrobbat	akrobbat	7
3470	noun		אקרובטיקה	aqrwbviqh	formal	standard	אַקְרוֹבָּטִיקָה	0	'akrobbatikah			ˈakrobbatika	akrobbatika	akrobbatika	10
10143	noun		אקסיומה	aqsiwmh	formal	standard	אַקְסְיוֹמָה	0	'akseyomah			ˈakseyoma	akseyoma	akseyoma	8
2434	noun		עקשנות	yqenwt	formal	standard	עַקְשָׁנוּת	0	'akshanut			ˈakshanut	akSanut	akSanut	7
19938	noun		אקט	aqv	formal	standard	אַקְט	0	'akt			ˈakt	akt	akt	3
30133	noun		אקטיביות	aqvibiwt	formal	standard	אַקְטִיבִיּוּת	0	'aktiviyut			ˈaktiviyyut	aktiviyyut	aktiviyyut	9
29564	noun		אקטואר	aqvwar	formal	standard	אַקְטוּאָר	0	'aktu'ar			ˈaktuˈar	aktuar	aktuar	6
15956	noun		אקטואריה	aqvwarih	formal	standard	אַקְטוּאַרְיָה	0	'aktu'aryah			ˈaktuˈarya	aktuarya	aktuarya	8
5657	noun		אקציה	aqcih	formal	standard	אַקְצְיָה	0	'aktzeyah			ˈaktseya	akTeya	akTeya	6
1444	noun		עקומה	yqwmh	formal	standard	עֲקֻמָּה	0	'akummah			ˈakumma	akumma	akumma	5
5572	noun		עקור	yqwr	formal	standard	עָקוּר	0	'akur			ˈakur	akur	akur	4
1250	noun		על	yl	formal	standard	עָל	0	'al			ˈal	al	al	2
2108	noun		אלכסון	alkswn	formal	standard	אֲלַכְסוֹן	0	'alachson			ˈalakhson	alaKson	alaKson	7
25570	noun		אלה	alh	formal	standard	אָלָה	0	'alah			ˈala	ala	ala	3
7578	noun		עלטה	ylvh	formal	standard	עֲלָטָה	0	'alatah			ˈalata	alata	alata	5
24373	noun	NULL	אלבני	albni	formal	standard	אַלְבָּנִי	0	'albani			ˈalbani	albani	albani	6
3192	noun		אלבום	albwm	formal	standard	אַלְבּוֹם	0	'albom			ˈalbom	albom	albom	5
26469	noun		אלכימיה	alkimih	formal	standard	אַלְכִימְיָה	0	'alchimeyah			ˈalkhimeya	alKimeya	alKimeya	8
22533	noun		אלחוט	alxwv	formal	standard	אַלְחוּט	0	'alchut			ˈalẖut	alHut	alHut	5
5416	noun		עלה	ylh	formal	standard	עָלֶה	0	'aleh			ˈaleh	aleh	aleh	4
3491	noun		עלמא	ylma	formal	standard	עָלְמָא	0	'alema			ˈalemaˈ	alema	alema	5
8922	noun		עלמין	ylmin	formal	standard	עָלְמִין	0	'alemin			ˈalemin	alemin	alemin	6
23464	noun		אלפון	alpwn	formal	standard	אַלְפוֹן	0	'alfon			ˈalfon	alfon	alfon	5
24374	noun		אלג'ירי	alg'iri	formal	standard	אַלְגִ'ירִי	0	'algi\'ri			ˈalgiyri	algiyri	algiyri	7
18119	noun		אליבי	alibi	formal	standard	אָלִיבִּי	0	'alibi			ˈalibbi	alibbi	alibbi	5
13812	noun		עלילה	ylilh	formal	standard	עֲלִילָה	0	'alilah			ˈalila	alila	alila	5
5769	noun		עלית	ylit	formal	standard	עָלִית	0	'alit			ˈalit	alit	alit	4
14016	noun		עליצות	ylicwt	formal	standard	עֲלִיצוּת	0	'alitzut			ˈalitsut	aliTut	aliTut	6
328	noun		עליבות	ylibwt	formal	standard	עֲלִיבוּת	0	'alivut			ˈalivut	alivut	alivut	6
6086	noun		עלייה	yliih	formal	standard	עֲלִיָּה	0	'aliyah			ˈaliyya	aliyya	aliyya	5
29568	noun		אלכימאי	alkimai	formal	standard	אַלְכִּימַאי	0	'alkima			ˈalkimaˈy	alkimay	alkimay	7
18796	noun		אלכוהול	alkwhwl	formal	standard	אַלְכּוֹהוֹל	0	'alkohol			ˈalkohol	alkohol	alkohol	7
1911	noun		אלכוהוליסט	alkwhwlisv	formal	standard	אַלְכּוֹהוֹלִיסְט	0	'alkoholiset			ˈalkoholiset	alkoholiset	alkoholiset	11
8261	noun		אלכוהוליזם	alkwhwlizm	formal	standard	אַלְכּוֹהוֹלִיזְם	0	'alkoholizem			ˈalkoholizem	alkoholizem	alkoholizem	11
19807	noun		אלה	alh	formal	standard	אַלָּה	0	'allah			ˈalla	alla	alla	3
4499	noun		אליפות	alipwt	formal	standard	אַלִּיפוּת	0	'allifut			ˈallifut	allifut	allifut	6
15979	noun		אלימות	alimwt	formal	standard	אַלִּימוּת	0	'allimut			ˈallimut	allimut	allimut	6
3067	noun		עליז	yliz	formal	standard	עַלִּיז	0	'alliz			ˈalliz	alliz	alliz	4
1239	noun		עליזות	ylizwt	formal	standard	עַלִּיזוּת	0	'allizut			ˈallizut	allizut	allizut	6
11582	noun		אלון	alwn	formal	standard	אַלּוֹן	0	'allon			ˈallon	allon	allon	4
14724	noun		אלוף	alwp	formal	standard	אַלּוּף	0	'alluf			ˈalluf	alluf	alluf	4
10852	noun		עלמה	ylmh	formal	standard	עַלְמָה	0	'almah			ˈalma	alma	alma	4
2277	noun		אלמן	almn	formal	standard	אַלְמָן	0	'alman			ˈalman	alman	alman	5
8496	noun		אלמנות	almnwt	formal	standard	אַלְמְנוּת	0	'almenut			ˈalmenut	almenut	almenut	7
12236	noun		אלמוג	almwg	formal	standard	אַלְמֹג	0	'almog			ˈalmog	almog	almog	5
16857	noun		אלמוני	almwni	formal	standard	אַלְמוֹנִי	0	'almoni			ˈalmoni	almoni	almoni	6
7944	noun		אלמוניות	almwniwt	formal	standard	אַלְמוֹנִיּוּת	0	'almoniyut			ˈalmoniyyut	almoniyyut	almoniyyut	9
16760	noun		עלון	ylwn	formal	standard	עָלוֹן	0	'alon			ˈalon	alon	alon	4
26277	noun		אלטרואיסט	alvrwaisv	formal	standard	אַלְטְרוּאִיסְט	0	'alteru'iset			ˈalteruˈiset	alteruiset	alteruiset	10
21277	noun		אלטרואיזם	alvrwaizm	formal	standard	אַלְטְרוּאִיזְם	0	'alteru'izem			ˈalteruˈizem	alteruizem	alteruizem	10
20020	noun		עלוקה	ylwqh	formal	standard	עֲלוּקָה	0	'alukah			ˈaluka	aluka	aluka	5
16132	noun		אלומיניום	alwminiwm	formal	standard	אָלוּמִינְיוּם	0	'alumineyum			ˈalumineyum	alumineyum	alumineyum	10
6343	noun		אלומה	alwmh	formal	standard	אֲלֻמָּה	0	'alummah			ˈalumma	alumma	alumma	5
12351	noun		אלונקה	alwnqh	formal	standard	אֲלוּנְקָה	0	'alunekah			ˈaluneka	aluneka	aluneka	7
8586	noun		עלות	ylwt	formal	standard	עֲלוּת	0	'alut			ˈalut	alut	alut	4
26234	noun		אלוזיה	alwzih	formal	standard	אָלוּזְיָה	0	'aluzeyah			ˈaluzeya	aluzeya	aluzeya	7
14626	noun		עלווה	ylwwh	formal	standard	עַלְוָה	0	'alvah			ˈalva	alva	alva	4
10249	noun		אליה	alih	formal	standard	אַלְיָה	0	'alyah			ˈalya	alya	alya	4
8493	noun		עם	ym	formal	standard	עַם	0	'am			ˈam	am	am	2
7569	noun		עמעם	ymym	formal	standard	עַמְעָם	0	'am'am			ˈamˈam	amam	amam	4
19274	noun		אמנה	amnh	formal	standard	אֲמָנָה	0	'amanah			ˈamana	amana	amana	5
16048	noun		אמרגן	amrgn	formal	standard	אֲמַרְגָּן	0	'amargan			ˈamargan	amargan	amargan	7
455	noun		אמרכל	amrkl	formal	standard	אֲמַרְכָּל	0	'amarkal			ˈamarkal	amarkal	amarkal	7
5525	noun		אמרכלות	amrklwt	formal	standard	אֲמַרְכָּלוּת	0	'amarkalut			ˈamarkalut	amarkalut	amarkalut	9
279	noun		אמבטיה	ambvih	formal	standard	אַמְבַּטְיָה	0	'ambatyah			ˈambatya	ambatya	ambatya	7
24279	noun		אמברוזיה	ambrwzih	formal	standard	אַמְבְּרוֹזְיָה	0	'amberozeyah			ˈamberozeya	amberozeya	amberozeya	10
21100	noun		אומנה	awmnh	formal	standard	אָמְנָה	0	'amenah			ˈamena	amena	amena	5
29545	noun		אמפרסנד	amprsnd	formal	standard	אָ‏מְפֵּ‏רְסָ‏נְד	0	'a‏mepe‏resa‏ned			ˈameperesaned	ameperesaned	ameperesaned	12
24375	noun	NULL	אמריקני	amriqni	formal	standard	אָמֶרִיקָנִי	0	'amerikani			ˈamerikani	amerikani	amerikani	9
29506	noun		אמריקניזציה	amriqnizcih	formal	standard	אָמֶרִיקָנִיזַצְיָה	0	'amerikanizatzyah			ˈamerikanizatsya	amerikanizaTya	amerikanizaTya	14
18923	noun		עמידה	ymidh	formal	standard	עֲמִידָה	0	'amidah			ˈamida	amida	amida	5
651	noun		אמידות	amidwt	formal	standard	אֲמִידוּת	0	'amidut			ˈamidut	amidut	amidut	6
18833	noun		עמידות	ymidwt	formal	standard	עֲמִידוּת	0	'amidut			ˈamidut	amidut	amidut	6
5060	noun		עמילן	ymiln	formal	standard	עֲמִילָן	0	'amilan			ˈamilan	amilan	amilan	6
7643	noun		עמימות	ymimwt	formal	standard	עֲמִימוּת	0	'amimut			ˈamimut	amimut	amimut	6
7184	noun		אמין	amin	formal	standard	אָמִין	0	'amin			ˈamin	amin	amin	4
8588	noun		אמינות	aminwt	formal	standard	אֲמִינוּת	0	'aminut			ˈaminut	aminut	aminut	6
2834	noun		עמיר	ymir	formal	standard	עָמִיר	0	'amir			ˈamir	amir	amir	4
15560	noun		אמיר	amir	formal	standard	אָמִיר	0	'amir			ˈamir	amir	amir	4
5010	noun		אמירה	amirh	formal	standard	אֲמִירָה	0	'amirah			ˈamira	amira	amira	5
22735	noun		אמיתיות	amitiwt	formal	standard	אֲמִתִּיּוּת	0	'amittiyut			ˈamittiyyut	amittiyyut	amittiyyut	8
20852	noun		עמלה	ymlh	formal	standard	עַמְלָה	0	'amlah			ˈamla	amla	amla	4
8340	noun		אמה	amh	formal	standard	אַמָּה	0	'ammah			ˈamma	amma	amma	3
25914	noun		אמה	amh	formal	standard	אַמָּה	0	'ammah			ˈamma	amma	amma	3
2690	noun		אמן	amn	formal	standard	אָמָּן	0	'amman			ˈamman	amman	amman	4
8404	noun		עמוד	ymwd	formal	standard	עַמּוּד	0	'ammud			ˈammud	ammud	ammud	4
14990	noun		אמנון	amnwn	formal	standard	אַמְנוּן	0	'amnun			ˈamnun	amnun	amnun	5
688	noun		אמודאי	amwdai	formal	standard	אָמוֹדַאי	0	'amoda			ˈamodaˈy	amoday	amoday	6
25010	noun		אמוניה	amwnih	formal	standard	אָמוֹנְיָה	0	'amoneyah			ˈamoneya	amoneya	amoneya	7
22535	noun		אמונייק	amwniiq	formal	standard	אָמוֹנְיָאק	0	'amoneyak			ˈamoneyaˈk	amoneyak	amoneyak	8
